n,length,persona,seed,variant,winner,reason,days,nights,hull_left,scurvy_started,scurvy_cleared,attacks,rule_fallbacks,empty_ship_stalemate,identity_discards,relocation_rollbacks
11,short,dengeli,16157887556528480149,A,crew,port,5,5,1,1,1,1,0,0,0,0
11,short,dengeli,16157887556528480149,B,hain,scurvy,6,5,2,1,0,2,0,0,0,0
11,short,dengeli,15990257370960671156,A,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,dengeli,15990257370960671156,B,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,dengeli,11822079301097169126,A,hain,sunk,3,2,0,1,1,1,0,0,0,0
11,short,dengeli,11822079301097169126,B,hain,sunk,3,2,0,1,1,1,0,0,0,0
11,short,dengeli,18036797374962005019,A,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,dengeli,18036797374962005019,B,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,dengeli,2791375216594943196,A,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,dengeli,2791375216594943196,B,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,dengeli,5472438226557384646,A,crew,port,5,5,2,1,1,3,0,0,0,0
11,short,dengeli,5472438226557384646,B,crew,port,5,5,2,1,1,3,0,0,0,0
11,short,dengeli,6582790027454603454,A,crew,port,4,4,2,1,1,0,0,0,0,0
11,short,dengeli,6582790027454603454,B,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,dengeli,10614219640460241575,A,crew,port,5,5,2,1,1,3,0,0,0,0
11,short,dengeli,10614219640460241575,B,crew,port,4,4,2,1,1,2,0,0,0,0
11,short,dengeli,2203801692868433834,A,hain,sunk,3,2,0,1,0,1,0,0,0,0
11,short,dengeli,2203801692868433834,B,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,dengeli,1897641410286749322,A,crew,port,5,5,1,1,1,1,0,0,0,0
11,short,dengeli,1897641410286749322,B,crew,port,5,5,1,1,1,1,0,0,0,0
11,short,dengeli,10345010012681933814,A,hain,sunk,2,1,0,1,0,0,0,0,0,0
11,short,dengeli,10345010012681933814,B,hain,sunk,2,1,0,1,0,0,0,0,0,0
11,short,dengeli,4654965973819648893,A,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,dengeli,4654965973819648893,B,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,dengeli,15201838660283266507,A,crew,port,5,5,1,1,1,3,0,0,0,0
11,short,dengeli,15201838660283266507,B,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,kaotik,7691345577954586319,A,crew,port,5,5,1,1,1,1,0,0,0,0
11,short,kaotik,7691345577954586319,B,crew,port,5,5,1,1,1,1,0,0,0,0
11,short,kaotik,6732994618142268674,A,hain,sunk,3,2,0,1,0,0,0,0,0,0
11,short,kaotik,6732994618142268674,B,hain,sunk,3,2,0,1,0,0,0,0,0,0
11,short,kaotik,17164305754736510725,A,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,kaotik,17164305754736510725,B,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,kaotik,15008237539338865826,A,hain,sunk,5,4,0,1,0,2,0,0,0,0
11,short,kaotik,15008237539338865826,B,hain,sunk,5,4,0,1,0,2,0,0,0,0
11,short,kaotik,13689554448213162712,A,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,kaotik,13689554448213162712,B,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,kaotik,15057357703743627220,A,crew,port,5,5,1,1,1,3,0,0,0,0
11,short,kaotik,15057357703743627220,B,crew,port,5,5,1,1,1,3,0,0,0,0
11,short,kaotik,745052965466870659,A,crew,port,5,5,2,1,1,1,0,0,0,0
11,short,kaotik,745052965466870659,B,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,kaotik,17224010344901909675,A,crew,port,5,5,1,1,1,3,0,0,0,0
11,short,kaotik,17224010344901909675,B,crew,port,5,5,1,1,1,3,0,0,0,0
11,short,kaotik,7258006627359836518,A,hain,sunk,4,3,0,1,1,0,0,0,0,0
11,short,kaotik,7258006627359836518,B,hain,sunk,4,3,0,1,1,0,0,0,0,0
11,short,kaotik,9582359969461122478,A,hain,scurvy,5,4,2,1,0,1,0,0,0,0
11,short,kaotik,9582359969461122478,B,hain,sunk,5,4,0,1,0,1,0,0,0,0
11,short,kaotik,12333580578797966363,A,crew,port,5,5,1,1,1,3,0,0,0,0
11,short,kaotik,12333580578797966363,B,crew,port,5,5,1,1,1,3,0,0,0,0
11,short,kaotik,3977839115190438915,A,hain,scurvy,4,3,1,1,0,1,0,0,0,0
11,short,kaotik,3977839115190438915,B,hain,scurvy,4,3,1,1,0,1,0,0,0,0
11,short,kaotik,16810430801054741203,A,crew,port,5,5,1,1,1,1,0,0,0,0
11,short,kaotik,16810430801054741203,B,crew,port,5,5,1,1,1,1,0,0,0,0
11,short,kaotik,15321770727171580537,A,hain,scurvy,5,4,1,1,0,1,0,0,0,0
11,short,kaotik,15321770727171580537,B,hain,sunk,3,2,0,1,1,0,0,0,0,0
11,short,kaotik,15758366502394541468,A,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,kaotik,15758366502394541468,B,crew,port,5,5,2,1,1,4,0,0,0,0
11,short,kaotik,10260994421738125547,A,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,kaotik,10260994421738125547,B,crew,port,5,5,2,1,1,2,0,0,0,0
11,short,kaotik,15360651530450413764,A,hain,sunk,2,1,0,0,0,0,0,0,0,0
11,short,kaotik,15360651530450413764,B,hain,sunk,2,1,0,0,0,0,0,0,0,0
11,short,kaotik,6119925929274447294,A,hain,sunk,4,3,0,1,1,2,0,0,0,0
11,short,kaotik,6119925929274447294,B,hain,sunk,4,3,0,1,1,2,0,0,0,0
11,short,kaotik,1702772706600000550,A,crew,port,8,8,1,1,1,5,0,0,0,0
11,short,kaotik,1702772706600000550,B,crew,port,5,5,1,1,1,2,0,0,0,0
11,short,kaotik,13900061300227863225,A,hain,sunk,5,4,0,1,0,1,0,0,0,0
11,short,kaotik,13900061300227863225,B,hain,scurvy,5,4,1,1,0,2,0,0,0,0
11,normal,temkinli,5577388564650513417,A,crew,port,7,7,2,1,1,3,0,0,0,0
11,normal,temkinli,5577388564650513417,B,crew,port,7,7,2,1,1,4,0,0,0,0
11,normal,temkinli,35017650528213290,A,crew,port,6,6,1,0,0,2,0,0,0,0
11,normal,temkinli,35017650528213290,B,crew,port,7,7,2,0,0,4,0,0,0,0
11,normal,temkinli,16206972277137436067,A,crew,port,6,6,1,1,1,3,0,0,0,0
11,normal,temkinli,16206972277137436067,B,crew,port,6,6,2,1,1,2,0,0,0,0
11,normal,temkinli,14376869072179171331,A,hain,sunk,2,1,0,1,0,0,0,0,0,0
11,normal,temkinli,14376869072179171331,B,hain,sunk,4,3,0,1,1,1,0,0,0,0
11,normal,temkinli,10420113957942167217,A,crew,port,9,9,1,1,1,5,0,0,0,0
11,normal,temkinli,10420113957942167217,B,crew,port,9,9,1,1,1,5,0,0,0,0
11,normal,temkinli,8006631926065087119,A,crew,port,6,6,2,1,1,5,7,0,0,0
11,normal,temkinli,8006631926065087119,B,crew,port,6,6,2,1,1,5,7,0,0,0
11,normal,temkinli,13766837585362361572,A,hain,sunk,5,4,0,1,1,1,0,0,0,0
11,normal,temkinli,13766837585362361572,B,hain,sunk,5,4,0,1,1,1,0,0,0,0
11,normal,temkinli,11352269883388095296,A,crew,port,6,6,1,1,1,4,0,0,0,0
11,normal,temkinli,11352269883388095296,B,crew,port,6,6,1,1,1,4,0,0,0,0
11,normal,temkinli,4127370866021198868,A,crew,port,6,6,1,1,1,5,0,0,0,0
11,normal,temkinli,4127370866021198868,B,hain,sunk,5,4,0,1,1,0,0,0,0,0
11,normal,temkinli,13923503245048641395,A,crew,port,6,6,2,1,1,4,0,0,0,0
11,normal,temkinli,13923503245048641395,B,crew,port,7,7,2,1,1,3,0,0,0,0
11,normal,temkinli,5868936747677422030,A,hain,sunk,6,5,0,1,1,3,7,0,0,0
11,normal,temkinli,5868936747677422030,B,hain,sunk,5,4,0,1,1,1,0,0,0,0
11,normal,temkinli,11886593062076118363,A,hain,sunk,4,3,0,1,0,1,0,0,0,0
11,normal,temkinli,11886593062076118363,B,hain,sunk,4,3,0,1,0,1,0,0,0,0
11,normal,temkinli,10497112498726186,A,hain,sunk,2,1,0,1,0,0,0,0,0,0
11,normal,temkinli,10497112498726186,B,hain,sunk,2,1,0,1,0,0,0,0,0,0
11,normal,temkinli,5360835226830180632,A,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,temkinli,5360835226830180632,B,hain,sunk,5,4,0,1,1,3,0,0,0,0
11,normal,temkinli,3321012778000279151,A,hain,scurvy,5,4,2,1,0,2,0,0,0,0
11,normal,temkinli,3321012778000279151,B,hain,sunk,9,8,0,1,1,7,0,0,0,0
11,normal,temkinli,6574454812392047463,A,hain,sunk,4,3,0,1,1,2,0,0,0,0
11,normal,temkinli,6574454812392047463,B,hain,sunk,3,2,0,1,1,1,0,0,0,0
11,normal,temkinli,5321036412050031044,A,crew,port,6,6,2,1,1,4,0,0,0,0
11,normal,temkinli,5321036412050031044,B,crew,port,6,6,2,1,1,4,0,0,0,0
11,normal,temkinli,2903661517372332429,A,crew,port,5,5,2,1,1,2,0,0,0,0
11,normal,temkinli,2903661517372332429,B,crew,port,6,6,2,1,1,3,0,0,0,0
11,normal,temkinli,17716140516923284792,A,hain,sunk,7,6,0,1,1,2,0,0,0,0
11,normal,temkinli,17716140516923284792,B,hain,sunk,7,6,0,1,1,2,0,0,0,0
11,normal,temkinli,419532904496451513,A,crew,port,6,6,2,0,0,3,0,0,0,0
11,normal,temkinli,419532904496451513,B,crew,port,6,6,2,0,0,3,0,0,0,0
11,normal,dengeli,7782404857260665753,A,hain,sunk,2,1,0,1,0,0,0,0,0,0
11,normal,dengeli,7782404857260665753,B,hain,sunk,4,3,0,1,0,2,0,0,0,0
11,normal,dengeli,5066421459545568965,A,crew,port,6,6,2,1,1,4,0,0,0,0
11,normal,dengeli,5066421459545568965,B,crew,port,8,8,2,1,1,6,0,0,0,0
11,normal,dengeli,12263857844771284278,A,crew,port,7,7,1,1,1,3,0,0,0,0
11,normal,dengeli,12263857844771284278,B,crew,port,7,7,1,1,1,3,0,0,0,0
11,normal,dengeli,7955471330067786218,A,crew,port,6,6,1,0,0,0,0,0,0,0
11,normal,dengeli,7955471330067786218,B,crew,port,7,7,1,0,0,2,0,0,0,0
11,normal,dengeli,12517972534533860773,A,hain,sunk,5,4,0,1,0,2,0,0,0,0
11,normal,dengeli,12517972534533860773,B,hain,sunk,5,4,0,1,0,2,0,0,0,0
11,normal,dengeli,14978023281737795995,A,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,dengeli,14978023281737795995,B,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,dengeli,12790053988465165008,A,hain,scurvy,6,5,1,1,0,1,0,0,0,0
11,normal,dengeli,12790053988465165008,B,hain,scurvy,6,5,1,1,0,1,0,0,0,0
11,normal,dengeli,16161504994018479409,A,crew,port,6,6,2,0,0,3,0,0,0,0
11,normal,dengeli,16161504994018479409,B,crew,port,6,6,1,0,0,2,0,0,0,0
11,normal,dengeli,1307107623982830240,A,hain,sunk,3,2,0,1,0,1,0,0,0,0
11,normal,dengeli,1307107623982830240,B,crew,port,7,7,1,1,1,4,0,0,0,0
11,normal,dengeli,6032417554853671669,A,hain,sunk,6,5,0,1,1,1,0,0,0,0
11,normal,dengeli,6032417554853671669,B,hain,sunk,6,5,0,1,1,2,0,0,0,0
11,normal,dengeli,12955882996431885880,A,hain,scurvy,6,5,2,1,0,3,7,0,0,0
11,normal,dengeli,12955882996431885880,B,hain,scurvy,6,5,2,1,0,3,7,0,0,0
11,normal,dengeli,10805458482698225896,A,crew,port,6,6,2,1,1,4,0,0,0,0
11,normal,dengeli,10805458482698225896,B,crew,port,6,6,1,1,1,4,0,0,0,0
11,normal,dengeli,5322387588001143091,A,crew,port,6,6,2,1,1,2,0,0,0,0
11,normal,dengeli,5322387588001143091,B,crew,port,6,6,2,1,1,2,0,0,0,0
11,normal,dengeli,17185224297343322435,A,crew,port,6,6,1,1,1,3,0,0,0,0
11,normal,dengeli,17185224297343322435,B,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,dengeli,3258220810760977503,A,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,dengeli,3258220810760977503,B,crew,port,5,5,1,1,1,3,0,0,0,0
11,normal,dengeli,16704559609130787736,A,crew,port,5,5,2,1,1,3,0,0,0,0
11,normal,dengeli,16704559609130787736,B,crew,port,5,5,2,1,1,3,0,0,0,0
11,normal,dengeli,8313053051829826277,A,hain,sunk,6,5,0,1,1,3,0,0,0,0
11,normal,dengeli,8313053051829826277,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
11,normal,dengeli,9616745504308768917,A,hain,sunk,4,3,0,1,1,2,0,0,0,0
11,normal,dengeli,9616745504308768917,B,hain,sunk,4,3,0,1,1,2,0,0,0,0
11,normal,dengeli,2810492848544665673,A,crew,port,7,7,1,1,1,4,0,0,0,0
11,normal,dengeli,2810492848544665673,B,crew,port,5,5,2,1,1,3,0,0,0,0
11,normal,dengeli,12771375729847620660,A,hain,sunk,5,4,0,1,0,1,0,0,0,0
11,normal,dengeli,12771375729847620660,B,hain,sunk,5,4,0,1,0,1,0,0,0,0
11,normal,kaotik,16354195630588741159,A,crew,port,5,5,2,1,1,3,0,0,0,0
11,normal,kaotik,16354195630588741159,B,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,3124732221674229627,A,crew,port,6,6,1,1,1,3,0,0,0,0
11,normal,kaotik,3124732221674229627,B,crew,port,7,7,2,1,1,2,0,0,0,0
11,normal,kaotik,14527798008359170210,A,crew,port,5,5,1,1,1,2,0,0,0,0
11,normal,kaotik,14527798008359170210,B,crew,port,5,5,1,1,1,2,0,0,0,0
11,normal,kaotik,1201614154978983757,A,crew,port,6,6,2,1,1,2,0,0,0,0
11,normal,kaotik,1201614154978983757,B,crew,port,6,6,2,1,1,5,0,0,0,0
11,normal,kaotik,8721687644802705822,A,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,8721687644802705822,B,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,3561715916972405312,A,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,3561715916972405312,B,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,17777249457912268938,A,crew,port,6,6,2,1,1,2,0,0,0,0
11,normal,kaotik,17777249457912268938,B,crew,port,6,6,2,1,1,1,0,0,0,0
11,normal,kaotik,14979168412166071160,A,crew,port,6,6,2,1,1,3,0,0,0,0
11,normal,kaotik,14979168412166071160,B,crew,port,6,6,2,1,1,3,0,0,0,0
11,normal,kaotik,17890064372130520008,A,crew,port,6,6,1,1,1,2,7,0,0,0
11,normal,kaotik,17890064372130520008,B,crew,port,7,7,2,1,1,2,0,0,0,0
11,normal,kaotik,5879091151647662179,A,hain,sunk,15,14,0,1,1,5,0,0,0,0
11,normal,kaotik,5879091151647662179,B,hain,sunk,14,13,0,1,1,4,0,0,0,0
11,normal,kaotik,12194394955452983441,A,hain,sunk,4,3,0,1,0,0,0,0,0,0
11,normal,kaotik,12194394955452983441,B,hain,sunk,5,4,0,1,0,0,0,0,0,0
11,normal,kaotik,14328435268797205093,A,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,14328435268797205093,B,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,12131263837618475467,A,hain,scurvy,6,5,1,1,0,1,0,0,0,0
11,normal,kaotik,12131263837618475467,B,crew,port,6,6,1,1,1,3,0,0,0,0
11,normal,kaotik,5534778735917934250,A,crew,port,7,7,1,1,1,4,0,0,0,1
11,normal,kaotik,5534778735917934250,B,hain,sunk,5,4,0,1,1,1,0,0,0,0
11,normal,kaotik,513010068435317296,A,crew,port,6,6,2,1,1,3,0,0,0,0
11,normal,kaotik,513010068435317296,B,crew,port,6,6,2,1,1,3,0,0,0,0
11,normal,kaotik,7112299419843451651,A,crew,port,5,5,2,1,1,2,0,0,0,0
11,normal,kaotik,7112299419843451651,B,crew,port,6,6,2,1,1,2,0,0,0,0
11,normal,kaotik,14160756000195465683,A,crew,port,6,6,2,1,1,1,0,0,0,0
11,normal,kaotik,14160756000195465683,B,crew,port,5,5,2,1,1,4,0,0,0,0
11,normal,kaotik,12851705725398242565,A,crew,port,6,6,2,1,1,4,0,0,0,0
11,normal,kaotik,12851705725398242565,B,crew,port,7,7,2,1,1,4,0,0,0,0
11,normal,kaotik,9071541228287716416,A,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,9071541228287716416,B,crew,port,6,6,1,1,1,2,0,0,0,0
11,normal,kaotik,8621150774171327474,A,hain,sunk,5,4,0,1,0,2,0,0,0,0
11,normal,kaotik,8621150774171327474,B,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,temkinli,12595651721294697617,A,hain,sunk,7,6,0,1,1,2,0,0,0,0
11,long,temkinli,12595651721294697617,B,crew,port,10,10,2,1,1,3,0,0,0,0
11,long,temkinli,5042428466345571214,A,hain,sunk,7,6,0,1,1,4,0,0,0,0
11,long,temkinli,5042428466345571214,B,hain,sunk,7,6,0,1,1,2,0,0,0,0
11,long,temkinli,16231606097198938080,A,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,temkinli,16231606097198938080,B,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,temkinli,8052923662799761800,A,crew,port,6,6,2,1,1,4,0,0,0,0
11,long,temkinli,8052923662799761800,B,crew,port,6,6,2,1,1,4,0,0,0,0
11,long,temkinli,7274082090236375788,A,crew,port,9,9,1,0,0,4,0,0,0,0
11,long,temkinli,7274082090236375788,B,crew,port,8,8,1,0,0,3,0,0,0,0
11,long,temkinli,7785076322518557827,A,hain,sunk,7,6,0,1,1,4,0,0,0,0
11,long,temkinli,7785076322518557827,B,hain,sunk,5,4,0,1,1,3,0,0,0,0
11,long,temkinli,4503805653528433268,A,crew,port,7,7,2,1,1,3,0,0,0,0
11,long,temkinli,4503805653528433268,B,crew,port,7,7,2,1,1,3,0,0,0,0
11,long,temkinli,2326489805106205780,A,hain,sunk,6,5,0,0,0,1,0,0,0,0
11,long,temkinli,2326489805106205780,B,hain,sunk,6,5,0,0,0,1,0,0,0,0
11,long,temkinli,7177923135872816070,A,crew,port,6,6,2,1,1,3,0,0,0,0
11,long,temkinli,7177923135872816070,B,crew,port,7,7,2,1,1,3,0,0,0,0
11,long,temkinli,13741707161086261716,A,hain,sunk,4,3,0,1,0,1,0,0,0,0
11,long,temkinli,13741707161086261716,B,hain,sunk,4,3,0,1,0,1,0,0,0,0
11,long,temkinli,9070788377336883973,A,hain,sunk,8,7,0,1,1,4,0,0,0,0
11,long,temkinli,9070788377336883973,B,hain,sunk,4,3,0,1,0,1,0,0,0,0
11,long,temkinli,12700309659825655272,A,hain,sunk,7,6,0,1,0,1,0,0,0,0
11,long,temkinli,12700309659825655272,B,hain,sunk,7,6,0,1,0,5,0,0,0,0
11,long,temkinli,4845342652632760582,A,hain,sunk,6,5,0,1,1,3,0,0,0,0
11,long,temkinli,4845342652632760582,B,hain,sunk,6,5,0,1,1,3,0,0,0,0
11,long,temkinli,18290867188134372264,A,crew,port,7,7,2,0,0,4,0,0,0,0
11,long,temkinli,18290867188134372264,B,crew,port,8,8,2,0,0,5,0,0,0,0
11,long,temkinli,1574582716855320975,A,crew,port,7,7,2,1,1,4,0,0,0,0
11,long,temkinli,1574582716855320975,B,crew,port,8,8,2,1,1,5,0,0,0,0
11,long,temkinli,2006408322130964322,A,crew,port,6,6,2,1,1,3,0,0,0,0
11,long,temkinli,2006408322130964322,B,crew,port,6,6,2,1,1,3,0,0,0,0
11,long,temkinli,9408335011630439273,A,hain,scurvy,8,7,2,1,0,4,0,0,0,0
11,long,temkinli,9408335011630439273,B,hain,scurvy,8,7,2,1,0,4,0,0,0,0
11,long,temkinli,12619849406844673694,A,crew,port,9,9,1,1,1,5,0,0,0,0
11,long,temkinli,12619849406844673694,B,crew,port,6,6,1,1,1,5,0,0,0,0
11,long,temkinli,18165435616840436061,A,hain,sunk,6,5,0,1,1,3,0,0,0,0
11,long,temkinli,18165435616840436061,B,hain,sunk,6,5,0,1,1,3,0,0,0,0
11,long,temkinli,16734238924151151792,A,crew,port,6,6,2,1,1,4,0,0,0,0
11,long,temkinli,16734238924151151792,B,crew,port,6,6,2,1,1,2,0,0,0,0
11,long,dengeli,14900571260619201036,A,crew,port,7,7,2,1,1,4,0,0,0,0
11,long,dengeli,14900571260619201036,B,hain,sunk,6,5,0,1,1,2,0,0,0,0
11,long,dengeli,14305088391192074852,A,hain,scurvy,6,5,1,1,0,2,0,0,0,0
11,long,dengeli,14305088391192074852,B,hain,scurvy,6,5,1,1,0,2,0,0,0,0
11,long,dengeli,15319498771349017793,A,crew,port,7,7,2,1,1,5,0,0,0,0
11,long,dengeli,15319498771349017793,B,hain,sunk,6,5,0,1,1,3,0,0,0,0
11,long,dengeli,9393922002005855411,A,crew,port,6,6,2,0,0,3,0,0,0,0
11,long,dengeli,9393922002005855411,B,crew,port,6,6,2,0,0,2,0,0,0,0
11,long,dengeli,12347550667950653855,A,hain,scurvy,7,6,1,1,0,3,0,0,0,0
11,long,dengeli,12347550667950653855,B,hain,scurvy,7,6,1,1,0,3,0,0,0,0
11,long,dengeli,5018916662245059567,A,crew,port,7,7,1,1,1,3,0,0,0,0
11,long,dengeli,5018916662245059567,B,hain,scurvy,6,5,2,1,0,3,0,0,0,0
11,long,dengeli,6007286241349625481,A,crew,port,6,6,2,1,1,4,0,0,0,0
11,long,dengeli,6007286241349625481,B,crew,port,6,6,2,1,1,5,0,0,0,0
11,long,dengeli,1042271575698805,A,crew,port,7,7,2,1,1,4,7,0,0,0
11,long,dengeli,1042271575698805,B,crew,port,7,7,2,1,1,4,7,0,0,0
11,long,dengeli,14816133083382684915,A,hain,sunk,7,6,0,1,1,2,0,0,0,0
11,long,dengeli,14816133083382684915,B,crew,port,7,7,1,1,1,3,0,0,0,0
11,long,dengeli,17727577743776883550,A,hain,sunk,7,6,0,1,1,3,0,0,0,0
11,long,dengeli,17727577743776883550,B,hain,sunk,6,5,0,1,1,4,0,0,0,0
11,long,dengeli,8536770574692391743,A,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,dengeli,8536770574692391743,B,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,dengeli,9053852333378750684,A,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,dengeli,9053852333378750684,B,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,dengeli,9336974098168051523,A,hain,sunk,7,6,0,0,0,1,0,0,0,0
11,long,dengeli,9336974098168051523,B,hain,sunk,4,3,0,0,0,1,0,0,0,0
11,long,dengeli,16440571613607127414,A,crew,port,6,6,2,1,1,3,0,0,0,0
11,long,dengeli,16440571613607127414,B,crew,port,6,6,1,1,1,4,0,0,0,0
11,long,dengeli,9267504699892522210,A,crew,port,12,12,1,1,1,6,0,0,0,0
11,long,dengeli,9267504699892522210,B,crew,port,12,12,1,1,1,6,0,0,0,0
11,long,dengeli,10808765053984957674,A,crew,port,7,7,2,1,1,4,0,0,0,0
11,long,dengeli,10808765053984957674,B,crew,port,7,7,2,1,1,2,0,0,0,0
11,long,dengeli,2791500395648284696,A,hain,sunk,5,4,0,1,1,2,0,0,0,0
11,long,dengeli,2791500395648284696,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
11,long,dengeli,3181917794560499393,A,crew,port,7,7,2,1,1,5,0,0,0,0
11,long,dengeli,3181917794560499393,B,crew,port,7,7,2,1,1,5,0,0,0,0
11,long,dengeli,15308183354799526017,A,crew,port,6,6,2,1,1,3,0,0,0,0
11,long,dengeli,15308183354799526017,B,hain,sunk,6,5,0,1,1,1,0,0,0,0
11,long,dengeli,9206734990818017080,A,crew,port,7,7,2,1,1,4,0,0,0,0
11,long,dengeli,9206734990818017080,B,hain,sunk,4,3,0,1,0,0,0,0,0,0
11,long,kaotik,6381300337359835159,A,crew,port,6,6,1,1,1,2,0,0,0,0
11,long,kaotik,6381300337359835159,B,crew,port,7,7,2,1,1,2,0,0,0,0
11,long,kaotik,7024000204405189261,A,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,kaotik,7024000204405189261,B,crew,port,6,6,1,1,1,4,0,0,0,0
11,long,kaotik,6501074420528379450,A,hain,sunk,7,6,0,0,0,1,0,0,0,0
11,long,kaotik,6501074420528379450,B,hain,sunk,7,6,0,0,0,1,0,0,0,0
11,long,kaotik,1911543231688127824,A,crew,port,6,6,2,1,1,2,0,0,0,0
11,long,kaotik,1911543231688127824,B,crew,port,6,6,2,1,1,2,0,0,0,0
11,long,kaotik,9329489063970940896,A,crew,port,9,9,2,1,1,3,7,0,0,0
11,long,kaotik,9329489063970940896,B,hain,sunk,8,7,0,1,1,1,0,0,0,0
11,long,kaotik,17894776511679472018,A,crew,port,6,6,2,1,1,3,0,0,0,0
11,long,kaotik,17894776511679472018,B,crew,port,6,6,2,1,1,3,0,0,0,0
11,long,kaotik,1982523237946890227,A,crew,port,8,8,1,1,1,5,0,0,0,0
11,long,kaotik,1982523237946890227,B,hain,sunk,8,7,0,1,1,3,0,0,0,0
11,long,kaotik,229453798605860735,A,hain,sunk,6,5,0,1,1,2,0,0,0,0
11,long,kaotik,229453798605860735,B,hain,sunk,6,5,0,1,1,2,0,0,0,0
11,long,kaotik,6858810076119390730,A,hain,scurvy,6,5,1,1,0,3,0,0,0,0
11,long,kaotik,6858810076119390730,B,hain,scurvy,7,6,1,1,0,3,0,0,0,0
11,long,kaotik,16889317455714794144,A,crew,port,7,7,1,1,1,4,7,0,0,0
11,long,kaotik,16889317455714794144,B,crew,port,6,6,1,1,1,2,0,0,0,0
11,long,kaotik,11628752963132321899,A,crew,port,6,6,1,1,1,1,0,0,0,0
11,long,kaotik,11628752963132321899,B,crew,port,6,6,1,1,1,1,0,0,0,0
11,long,kaotik,5438177448157102376,A,crew,port,7,7,1,1,1,4,0,0,0,0
11,long,kaotik,5438177448157102376,B,crew,port,7,7,1,1,1,2,0,0,0,0
11,long,kaotik,17686818252169638352,A,crew,port,7,7,2,1,1,4,0,0,0,0
11,long,kaotik,17686818252169638352,B,crew,port,7,7,2,1,1,4,0,0,0,0
11,long,kaotik,1491538363633100739,A,crew,port,7,7,2,1,1,3,0,0,0,0
11,long,kaotik,1491538363633100739,B,crew,port,7,7,1,1,1,2,0,0,0,0
11,long,kaotik,12646627966001930318,A,crew,port,7,7,2,1,1,4,0,0,0,0
11,long,kaotik,12646627966001930318,B,crew,port,6,6,1,1,1,4,0,0,0,0
11,long,kaotik,3067445517246418139,A,hain,scurvy,6,5,1,1,0,2,0,0,0,0
11,long,kaotik,3067445517246418139,B,hain,scurvy,6,5,1,1,0,2,0,0,0,0
11,long,kaotik,15905526097546071578,A,crew,port,8,8,1,1,1,4,0,0,0,0
11,long,kaotik,15905526097546071578,B,crew,port,7,7,1,1,1,2,0,0,0,0
11,long,kaotik,14581304887234571673,A,hain,sunk,7,6,0,1,1,3,0,0,0,0
11,long,kaotik,14581304887234571673,B,hain,sunk,7,6,0,1,1,4,0,0,0,0
11,long,kaotik,16210499792440456230,A,hain,sunk,6,5,0,1,1,4,0,0,0,0
11,long,kaotik,16210499792440456230,B,crew,port,7,7,2,1,1,6,0,0,0,0
11,long,kaotik,167853163965638012,A,hain,sunk,5,4,0,1,1,2,0,0,0,0
11,long,kaotik,167853163965638012,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
12,short,temkinli,8991767198312307335,A,hain,sunk,5,4,0,1,1,2,0,0,0,0
12,short,temkinli,8991767198312307335,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
