n,length,persona,seed,variant,winner,reason,days,nights,hull_left,scurvy_started,scurvy_cleared,attacks,rule_fallbacks,empty_ship_stalemate,identity_discards,relocation_rollbacks
8,normal,kaotik,13405986828834396234,B,crew,port,7,7,1,1,1,3,0,0,0,0
8,normal,kaotik,1283058147372163523,A,crew,port,6,6,2,1,1,3,0,0,0,0
8,normal,kaotik,1283058147372163523,B,hain,crew_extinct,6,6,2,1,1,5,0,0,0,0
8,normal,kaotik,17964205380627437369,A,crew,port,6,6,1,1,1,4,0,0,0,0
8,normal,kaotik,17964205380627437369,B,crew,port,6,6,1,1,1,4,0,0,0,0
8,normal,kaotik,647372882685362866,A,crew,port,6,6,2,1,1,2,0,0,0,0
8,normal,kaotik,647372882685362866,B,crew,port,6,6,2,1,1,2,0,0,0,0
8,normal,kaotik,12640538210739773207,A,hain,scurvy,6,5,2,1,0,3,0,0,0,0
8,normal,kaotik,12640538210739773207,B,hain,scurvy,6,5,2,1,0,3,0,0,0,0
8,normal,kaotik,13285316722804410802,A,hain,sunk,2,1,0,1,0,0,0,0,0,0
8,normal,kaotik,13285316722804410802,B,hain,sunk,2,1,0,1,0,0,0,0,0,0
8,normal,kaotik,12886960501071153973,A,hain,sunk,4,3,0,1,0,0,0,0,0,0
8,normal,kaotik,12886960501071153973,B,hain,sunk,5,4,0,1,0,3,0,0,0,0
8,normal,kaotik,9582132997644857865,A,hain,scurvy,7,6,1,1,0,3,0,0,0,0
8,normal,kaotik,9582132997644857865,B,crew,port,6,6,1,1,1,5,0,0,0,0
8,long,temkinli,9511556989618093027,A,crew,port,6,6,1,1,1,2,0,0,0,0
8,long,temkinli,9511556989618093027,B,hain,sunk,5,4,0,1,1,1,0,0,0,0
8,long,temkinli,8467469902822779175,A,crew,port,8,8,1,1,1,2,0,0,0,0
8,long,temkinli,8467469902822779175,B,crew,port,8,8,2,1,1,3,0,0,0,0
8,long,temkinli,15705627678228982504,A,crew,port,6,6,2,1,1,3,0,0,0,0
8,long,temkinli,15705627678228982504,B,crew,port,6,6,2,1,1,2,0,0,0,0
8,long,temkinli,13380385421920402804,A,crew,port,7,7,1,1,1,4,0,0,0,0
8,long,temkinli,13380385421920402804,B,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,temkinli,18123277170688712014,A,crew,port,7,7,1,1,1,2,0,0,0,0
8,long,temkinli,18123277170688712014,B,crew,port,8,8,1,1,1,3,0,0,0,0
8,long,temkinli,393349182671059399,A,crew,port,8,8,1,1,1,2,0,0,0,0
8,long,temkinli,393349182671059399,B,crew,port,7,7,2,1,1,3,0,0,0,0
8,long,temkinli,8286300484243937200,A,crew,port,7,7,2,0,0,3,0,0,0,0
8,long,temkinli,8286300484243937200,B,hain,sunk,7,6,0,0,0,0,0,0,0,0
8,long,temkinli,9666783835513624291,A,hain,sunk,4,3,0,1,0,1,0,0,0,0
8,long,temkinli,9666783835513624291,B,hain,sunk,4,3,0,1,0,1,0,0,0,0
8,long,temkinli,14735829955230316782,A,crew,port,10,10,2,1,1,4,7,0,0,0
8,long,temkinli,14735829955230316782,B,crew,port,10,10,2,1,1,4,7,0,0,0
8,long,temkinli,6867294085729370926,A,hain,sunk,5,4,0,0,0,2,0,0,0,0
8,long,temkinli,6867294085729370926,B,hain,sunk,7,6,0,0,0,3,0,0,0,0
8,long,temkinli,15727662014684700444,A,crew,port,7,7,2,1,1,4,0,0,0,0
8,long,temkinli,15727662014684700444,B,hain,sunk,4,3,0,1,0,2,0,0,0,0
8,long,temkinli,11456997485876159199,A,hain,sunk,8,7,0,1,0,1,0,0,0,0
8,long,temkinli,11456997485876159199,B,crew,port,9,9,1,1,1,4,0,0,0,0
8,long,temkinli,5959579762209374818,A,crew,port,6,6,2,1,1,2,0,0,0,0
8,long,temkinli,5959579762209374818,B,hain,sunk,3,2,0,1,0,0,0,0,0,0
8,long,temkinli,17009118444163449594,A,crew,port,6,6,1,1,1,4,0,0,0,0
8,long,temkinli,17009118444163449594,B,crew,port,6,6,1,1,1,4,0,0,0,0
8,long,temkinli,15627808565687194378,A,crew,port,7,7,2,1,1,2,0,0,0,0
8,long,temkinli,15627808565687194378,B,crew,port,7,7,2,1,1,3,0,0,0,0
8,long,temkinli,3558516942434943733,A,crew,port,6,6,1,0,0,4,0,0,0,0
8,long,temkinli,3558516942434943733,B,hain,sunk,6,5,0,0,0,3,0,0,0,0
8,long,temkinli,13699286614253575956,A,hain,scurvy,7,6,2,1,0,4,0,0,0,0
8,long,temkinli,13699286614253575956,B,crew,port,7,7,2,1,1,4,0,0,0,0
8,long,temkinli,13022465188538725298,A,hain,sunk,7,6,0,0,0,1,0,0,0,0
8,long,temkinli,13022465188538725298,B,crew,port,6,6,1,0,0,4,0,0,0,0
8,long,temkinli,1953787617680814543,A,crew,port,7,7,2,1,1,3,0,0,0,0
8,long,temkinli,1953787617680814543,B,hain,sunk,7,6,0,1,1,3,0,0,0,0
8,long,temkinli,12754778796149250527,A,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,temkinli,12754778796149250527,B,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,dengeli,5316579511397095065,A,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,dengeli,5316579511397095065,B,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,dengeli,15787620932115753522,A,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,dengeli,15787620932115753522,B,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,dengeli,2545163762148652599,A,hain,sunk,2,1,0,1,0,0,0,0,0,0
8,long,dengeli,2545163762148652599,B,hain,sunk,2,1,0,1,0,0,0,0,0,0
8,long,dengeli,15803572066293834997,A,hain,sunk,6,5,0,1,1,4,0,0,0,0
8,long,dengeli,15803572066293834997,B,crew,port,5,5,1,1,1,4,0,0,0,0
8,long,dengeli,9374468820841389755,A,crew,port,6,6,1,0,0,2,0,0,0,0
8,long,dengeli,9374468820841389755,B,crew,port,7,7,1,0,0,2,0,0,0,0
8,long,dengeli,16456673679929988336,A,crew,port,7,7,1,1,1,4,7,0,0,0
8,long,dengeli,16456673679929988336,B,crew,port,7,7,1,1,1,2,7,0,0,0
8,long,dengeli,832970449759339971,A,hain,sunk,7,6,0,1,1,3,0,0,0,0
8,long,dengeli,832970449759339971,B,hain,sunk,7,6,0,1,1,3,0,0,0,0
8,long,dengeli,12209495644453882862,A,hain,sunk,7,6,0,0,0,4,0,0,0,0
8,long,dengeli,12209495644453882862,B,hain,sunk,7,6,0,0,0,4,0,0,0,0
8,long,dengeli,7194654213434999479,A,crew,port,6,6,1,1,1,2,0,0,0,0
8,long,dengeli,7194654213434999479,B,crew,port,7,7,1,1,1,5,0,0,0,0
8,long,dengeli,16296473926280057770,A,crew,port,8,8,2,1,1,3,0,0,0,0
8,long,dengeli,16296473926280057770,B,hain,crew_extinct,8,8,2,1,1,6,0,0,0,0
8,long,dengeli,5174778271183231211,A,crew,port,7,7,2,1,1,4,0,0,0,0
8,long,dengeli,5174778271183231211,B,crew,port,7,7,2,1,1,3,0,0,0,1
8,long,dengeli,16910200720976515934,A,hain,sunk,3,2,0,1,1,0,0,0,0,0
8,long,dengeli,16910200720976515934,B,crew,port,7,7,2,1,1,3,0,0,0,0
8,long,dengeli,1487754418297686620,A,hain,crew_extinct,7,7,2,1,1,6,0,0,0,0
8,long,dengeli,1487754418297686620,B,hain,crew_extinct,7,7,1,1,1,5,0,0,0,0
8,long,dengeli,10890356487827604661,A,hain,sunk,5,4,0,1,1,1,0,0,0,0
8,long,dengeli,10890356487827604661,B,crew,port,6,6,2,1,1,2,0,0,0,0
8,long,dengeli,8659910010470097714,A,hain,crew_extinct,12,12,1,1,1,6,0,0,0,0
8,long,dengeli,8659910010470097714,B,crew,port,8,8,1,1,1,4,0,0,0,0
8,long,dengeli,4122373552231212445,A,crew,port,6,6,2,1,1,2,0,0,0,0
8,long,dengeli,4122373552231212445,B,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,dengeli,17068581601464059703,A,crew,port,6,6,1,1,1,0,0,0,0,0
8,long,dengeli,17068581601464059703,B,crew,port,6,6,1,1,1,0,0,0,0,0
8,long,dengeli,4292282266347520965,A,crew,port,7,7,1,1,1,2,0,0,0,0
8,long,dengeli,4292282266347520965,B,hain,sunk,7,6,0,1,1,0,0,0,0,0
8,long,dengeli,338095128354697763,A,crew,port,6,6,1,1,1,2,0,0,0,0
8,long,dengeli,338095128354697763,B,crew,port,6,6,1,1,1,2,0,0,0,0
8,long,dengeli,12143629685422221614,A,crew,port,7,7,2,1,1,4,0,0,0,0
8,long,dengeli,12143629685422221614,B,hain,crew_extinct,8,8,1,1,1,5,0,0,0,0
8,long,kaotik,3217475998495186596,A,crew,port,8,8,2,1,1,2,0,0,0,0
8,long,kaotik,3217475998495186596,B,hain,sunk,6,5,0,1,1,3,0,0,0,0
8,long,kaotik,15725640763742637515,A,crew,port,7,7,2,1,1,3,0,0,0,0
8,long,kaotik,15725640763742637515,B,crew,port,7,7,2,1,1,1,0,0,0,0
8,long,kaotik,696539012536781440,A,hain,sunk,3,2,0,0,0,0,0,0,0,0
8,long,kaotik,696539012536781440,B,hain,sunk,3,2,0,0,0,0,0,0,0,0
8,long,kaotik,6202976171653259934,A,crew,port,5,5,1,1,1,3,0,0,0,0
8,long,kaotik,6202976171653259934,B,crew,port,6,6,2,1,1,3,0,0,0,0
8,long,kaotik,6244729038286561461,A,hain,crew_extinct,8,8,1,1,1,5,0,0,0,0
8,long,kaotik,6244729038286561461,B,hain,crew_extinct,7,7,1,1,1,5,0,0,0,0
8,long,kaotik,14909062606906918531,A,hain,sunk,4,3,0,1,1,0,0,0,0,0
8,long,kaotik,14909062606906918531,B,hain,sunk,4,3,0,1,1,0,0,0,0,0
8,long,kaotik,914934821894641639,A,crew,port,7,7,1,0,0,4,0,0,0,0
8,long,kaotik,914934821894641639,B,crew,port,7,7,1,0,0,4,0,0,0,0
8,long,kaotik,12624758062879890952,A,crew,port,10,10,1,1,1,6,0,0,0,0
8,long,kaotik,12624758062879890952,B,crew,port,10,10,1,1,1,6,0,0,0,0
8,long,kaotik,10246716769832785330,A,crew,port,7,7,1,1,1,3,0,0,0,0
8,long,kaotik,10246716769832785330,B,crew,port,6,6,1,1,1,3,0,0,0,0
8,long,kaotik,18024028633359193413,A,crew,port,7,7,1,0,0,5,0,0,0,0
8,long,kaotik,18024028633359193413,B,crew,port,7,7,1,0,0,3,7,0,0,0
8,long,kaotik,9187683263950021670,A,crew,port,7,7,1,1,1,4,0,0,0,0
8,long,kaotik,9187683263950021670,B,hain,sunk,6,5,0,1,1,1,0,0,0,0
8,long,kaotik,9660773610835732659,A,crew,port,7,7,2,0,0,4,0,0,0,0
8,long,kaotik,9660773610835732659,B,crew,port,7,7,2,0,0,2,0,0,0,0
8,long,kaotik,1046126108437322674,A,hain,sunk,4,3,0,1,0,1,0,0,0,0
8,long,kaotik,1046126108437322674,B,hain,scurvy,9,8,1,1,0,1,0,0,0,0
8,long,kaotik,3845506394656394709,A,crew,port,12,12,1,1,1,6,0,0,0,0
8,long,kaotik,3845506394656394709,B,crew,port,12,12,1,1,1,6,0,0,0,0
8,long,kaotik,11237572899508362323,A,hain,sunk,5,4,0,1,1,1,0,0,0,0
8,long,kaotik,11237572899508362323,B,hain,scurvy,6,5,1,1,0,3,0,0,0,0
8,long,kaotik,5393592746608055343,A,hain,crew_extinct,6,6,1,1,0,5,0,0,0,0
8,long,kaotik,5393592746608055343,B,crew,port,7,7,2,1,1,4,0,0,0,0
8,long,kaotik,14265189708175368609,A,crew,port,6,6,1,1,1,3,0,0,0,0
8,long,kaotik,14265189708175368609,B,crew,port,6,6,1,1,1,3,0,0,0,0
8,long,kaotik,7012118568123055176,A,hain,sunk,5,4,0,1,1,2,0,0,0,0
8,long,kaotik,7012118568123055176,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
8,long,kaotik,7043971675884008443,A,hain,sunk,3,2,0,1,0,1,0,0,0,0
8,long,kaotik,7043971675884008443,B,crew,port,8,8,2,1,1,4,0,0,0,0
8,long,kaotik,16880324549363783409,A,crew,port,8,8,1,1,1,4,0,0,0,0
8,long,kaotik,16880324549363783409,B,crew,port,6,6,1,1,1,3,0,0,0,0
9,short,temkinli,6396612841173866423,A,crew,port,5,5,1,1,1,3,0,0,0,0
9,short,temkinli,6396612841173866423,B,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,temkinli,2429322363568500682,A,crew,port,5,5,1,1,1,4,0,0,0,0
9,short,temkinli,2429322363568500682,B,crew,port,5,5,1,1,1,4,0,0,0,0
9,short,temkinli,5208447781902261174,A,hain,sunk,4,3,0,1,0,1,7,0,0,0
9,short,temkinli,5208447781902261174,B,hain,sunk,4,3,0,1,0,1,7,0,0,0
9,short,temkinli,17330613152494672096,A,crew,port,4,4,2,1,1,3,0,0,0,0
9,short,temkinli,17330613152494672096,B,crew,port,4,4,2,1,1,2,0,0,0,0
9,short,temkinli,1089591474719743112,A,hain,sunk,5,4,0,1,1,1,0,0,0,0
9,short,temkinli,1089591474719743112,B,hain,sunk,6,5,0,1,0,2,7,0,0,0
9,short,temkinli,7866957357921279357,A,crew,port,5,5,1,0,0,4,0,0,0,0
9,short,temkinli,7866957357921279357,B,crew,port,5,5,1,0,0,4,0,0,0,0
9,short,temkinli,6014873111807905567,A,crew,port,5,5,2,1,1,3,0,0,0,0
9,short,temkinli,6014873111807905567,B,crew,port,5,5,2,1,1,3,0,0,0,0
9,short,temkinli,11850922739372485339,A,crew,port,5,5,2,1,1,3,0,0,0,0
9,short,temkinli,11850922739372485339,B,crew,port,5,5,1,1,1,4,0,0,0,0
9,short,temkinli,4683154597260127134,A,crew,port,5,5,1,0,0,2,0,0,0,0
9,short,temkinli,4683154597260127134,B,hain,sunk,5,4,0,0,0,1,0,0,0,0
9,short,temkinli,3008313652025636890,A,hain,sunk,5,4,0,1,0,2,0,0,0,0
9,short,temkinli,3008313652025636890,B,hain,sunk,5,4,0,1,0,2,0,0,0,0
9,short,temkinli,10414459261246400887,A,hain,sunk,10,9,0,1,1,2,7,0,0,0
9,short,temkinli,10414459261246400887,B,hain,sunk,10,9,0,1,1,2,7,0,0,0
9,short,temkinli,2019489748461656133,A,hain,sunk,3,2,0,1,1,0,0,0,0,0
9,short,temkinli,2019489748461656133,B,hain,sunk,3,2,0,1,1,0,0,0,0,0
9,short,temkinli,1061798739807372858,A,crew,port,5,5,2,1,1,2,0,0,0,0
9,short,temkinli,1061798739807372858,B,crew,port,5,5,2,1,1,2,0,0,0,0
9,short,temkinli,10793891548251027093,A,crew,port,4,4,1,1,1,2,0,0,0,0
9,short,temkinli,10793891548251027093,B,crew,port,4,4,1,1,1,2,0,0,0,0
9,short,temkinli,11664813545584965297,A,crew,port,5,5,1,1,1,4,0,0,0,0
9,short,temkinli,11664813545584965297,B,hain,sunk,5,4,0,1,1,3,0,0,0,0
9,short,temkinli,6672224427464881601,A,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,temkinli,6672224427464881601,B,crew,port,5,5,1,1,1,1,0,0,0,0
9,short,temkinli,493096165072625231,A,hain,sunk,5,4,0,1,1,2,0,0,0,0
9,short,temkinli,493096165072625231,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
9,short,temkinli,15386470201998968519,A,crew,port,4,4,2,1,1,0,0,0,0,0
9,short,temkinli,15386470201998968519,B,crew,port,4,4,2,1,1,2,0,0,0,0
9,short,temkinli,17721843291810785512,A,crew,port,5,5,2,1,1,3,0,0,0,0
9,short,temkinli,17721843291810785512,B,crew,port,5,5,2,1,1,3,0,0,0,0
9,short,temkinli,10610128379450482417,A,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,temkinli,10610128379450482417,B,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,dengeli,1235004503111125004,A,crew,port,5,5,2,0,0,3,0,0,0,0
9,short,dengeli,1235004503111125004,B,hain,sunk,4,3,0,0,0,0,0,0,0,0
9,short,dengeli,5952465909818157633,A,crew,port,5,5,2,1,1,2,0,0,0,0
9,short,dengeli,5952465909818157633,B,crew,port,5,5,2,1,1,2,0,0,0,0
9,short,dengeli,3190225250413797125,A,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,dengeli,3190225250413797125,B,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,dengeli,8852940829148532174,A,hain,sunk,5,4,0,1,1,1,0,0,0,0
9,short,dengeli,8852940829148532174,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
9,short,dengeli,9649412919644689007,A,crew,port,5,5,2,1,1,2,0,0,0,0
9,short,dengeli,9649412919644689007,B,crew,port,5,5,2,1,1,2,0,0,0,0
9,short,dengeli,10395310684705413009,A,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,dengeli,10395310684705413009,B,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,dengeli,15712748260712380938,A,crew,port,5,5,2,0,0,2,0,0,0,0
9,short,dengeli,15712748260712380938,B,hain,sunk,4,3,0,0,0,2,0,0,0,0
9,short,dengeli,6063351446567805382,A,hain,sunk,3,2,0,1,0,0,0,0,0,0
9,short,dengeli,6063351446567805382,B,hain,sunk,3,2,0,1,0,0,0,0,0,0
9,short,dengeli,2163420528652869109,A,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,dengeli,2163420528652869109,B,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,dengeli,15909757328592004858,A,crew,port,5,5,1,1,1,0,0,0,0,0
9,short,dengeli,15909757328592004858,B,crew,port,5,5,1,1,1,0,0,0,0,0
9,short,dengeli,3251547743219699060,A,hain,sunk,3,2,0,1,0,1,0,0,0,0
9,short,dengeli,3251547743219699060,B,hain,sunk,3,2,0,1,0,0,0,0,0,0
9,short,dengeli,2945319281381682656,A,crew,port,5,5,1,0,0,3,0,0,0,0
9,short,dengeli,2945319281381682656,B,crew,port,5,5,1,0,0,3,0,0,0,0
9,short,dengeli,18201202985313379684,A,hain,sunk,4,3,0,1,1,0,0,0,0,0
9,short,dengeli,18201202985313379684,B,hain,sunk,4,3,0,1,1,0,0,0,0,0
9,short,dengeli,13932489320592563102,A,crew,port,10,10,1,0,0,2,7,0,0,0
9,short,dengeli,13932489320592563102,B,crew,port,10,10,1,0,0,2,7,0,0,0
9,short,dengeli,14609398720434179745,A,hain,scurvy,5,4,2,1,0,2,0,0,0,0
9,short,dengeli,14609398720434179745,B,crew,port,4,4,1,1,1,3,0,0,0,0
9,short,dengeli,3121486003993390465,A,hain,sunk,5,4,0,1,0,2,0,0,0,0
9,short,dengeli,3121486003993390465,B,hain,sunk,5,4,0,1,0,2,0,0,0,0
9,short,dengeli,3721328116358617173,A,hain,sunk,5,4,0,1,1,2,0,0,0,0
9,short,dengeli,3721328116358617173,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
9,short,dengeli,12675951062263254434,A,crew,port,5,5,2,0,0,2,7,0,0,0
9,short,dengeli,12675951062263254434,B,crew,port,5,5,2,0,0,2,7,0,0,0
9,short,dengeli,5293602974125200969,A,hain,scurvy,5,4,2,1,0,1,0,0,0,0
9,short,dengeli,5293602974125200969,B,hain,scurvy,6,5,2,1,0,2,0,0,0,0
9,short,dengeli,18065991947550663282,A,crew,port,5,5,1,1,1,1,0,0,0,0
9,short,dengeli,18065991947550663282,B,crew,port,5,5,1,1,1,1,0,0,0,0
9,short,kaotik,17781716219831442307,A,hain,sunk,3,2,0,1,1,1,0,0,0,0
9,short,kaotik,17781716219831442307,B,hain,sunk,4,3,0,1,1,1,0,0,0,0
9,short,kaotik,17932513009835582083,A,crew,port,5,5,1,1,1,1,0,0,0,0
9,short,kaotik,17932513009835582083,B,crew,port,5,5,1,1,1,1,0,0,0,0
9,short,kaotik,5345341778120111921,A,crew,port,4,4,2,1,1,2,0,0,0,0
9,short,kaotik,5345341778120111921,B,crew,port,4,4,2,1,1,2,0,0,0,0
9,short,kaotik,664314471909758094,A,crew,port,4,4,2,1,1,0,7,0,0,0
9,short,kaotik,664314471909758094,B,crew,port,5,5,2,1,1,2,0,0,0,0
9,short,kaotik,4971406655378242362,A,crew,port,4,4,2,1,1,3,0,0,0,0
9,short,kaotik,4971406655378242362,B,crew,port,4,4,2,1,1,3,0,0,0,0
9,short,kaotik,13634215896581836674,A,crew,port,5,5,2,1,1,1,0,0,0,0
9,short,kaotik,13634215896581836674,B,crew,port,5,5,2,1,1,1,0,0,0,0
9,short,kaotik,7845436395089534580,A,crew,port,6,6,1,1,1,3,0,0,0,0
9,short,kaotik,7845436395089534580,B,hain,sunk,5,4,0,1,1,1,0,0,0,0
9,short,kaotik,15230629435425175305,A,hain,sunk,2,1,0,1,0,0,0,0,0,0
9,short,kaotik,15230629435425175305,B,hain,sunk,4,3,0,1,0,1,0,0,0,0
9,short,kaotik,2491256233512120778,A,crew,port,5,5,1,1,1,1,0,0,0,0
9,short,kaotik,2491256233512120778,B,crew,port,6,6,2,1,1,2,0,0,0,0
9,short,kaotik,12159863371366786931,A,hain,sunk,5,4,0,1,1,1,0,0,0,0
9,short,kaotik,12159863371366786931,B,hain,sunk,6,5,0,1,1,0,0,0,0,0
9,short,kaotik,16733344671940045440,A,crew,port,5,5,2,1,1,3,0,0,0,0
9,short,kaotik,16733344671940045440,B,crew,port,5,5,2,1,1,3,0,0,0,0
9,short,kaotik,8699352891803157048,A,hain,sunk,4,3,0,1,1,0,0,0,0,0
9,short,kaotik,8699352891803157048,B,hain,sunk,4,3,0,1,1,0,0,0,0,0
9,short,kaotik,8298661032951475638,A,crew,port,5,5,1,1,1,2,7,0,0,0
9,short,kaotik,8298661032951475638,B,crew,port,5,5,2,1,1,3,0,0,0,0
9,short,kaotik,8174818414593856252,A,hain,sunk,6,5,0,1,1,4,0,0,0,0
9,short,kaotik,8174818414593856252,B,hain,sunk,6,5,0,1,1,4,0,0,0,0
9,short,kaotik,53524582300594163,A,crew,port,4,4,2,1,1,3,0,0,0,0
9,short,kaotik,53524582300594163,B,crew,port,4,4,2,1,1,3,0,0,0,0
9,short,kaotik,17289733474293017278,A,hain,sunk,4,3,0,1,1,1,0,0,0,0
9,short,kaotik,17289733474293017278,B,hain,sunk,4,3,0,1,1,1,0,0,0,0
9,short,kaotik,12123769150742132880,A,crew,port,4,4,2,1,1,2,0,0,0,0
9,short,kaotik,12123769150742132880,B,crew,port,4,4,2,1,1,0,0,0,0,0
9,short,kaotik,13474404331312131789,A,hain,sunk,3,2,0,1,1,1,0,0,0,0
9,short,kaotik,13474404331312131789,B,hain,sunk,3,2,0,1,1,0,0,0,0,0
9,short,kaotik,6663929929932755694,A,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,kaotik,6663929929932755694,B,crew,port,5,5,1,1,1,2,0,0,0,0
9,short,kaotik,7388646150129054896,A,hain,sunk,2,1,0,0,0,0,0,0,0,0
9,short,kaotik,7388646150129054896,B,hain,sunk,4,3,0,0,0,1,0,0,0,0
9,normal,temkinli,12788713379663139979,A,crew,port,5,5,1,1,1,2,0,0,0,0
9,normal,temkinli,12788713379663139979,B,crew,port,5,5,1,1,1,2,0,0,0,0
9,normal,temkinli,5605006377644857999,A,crew,port,7,7,2,1,1,2,0,0,0,0
9,normal,temkinli,5605006377644857999,B,crew,port,5,5,2,1,1,1,0,0,0,0
9,normal,temkinli,7826341455236130394,A,crew,port,6,6,2,1,1,3,0,0,0,0
9,normal,temkinli,7826341455236130394,B,hain,scurvy,5,4,2,1,0,2,0,0,0,0
9,normal,temkinli,336218019407933175,A,hain,sunk,4,3,0,1,0,1,0,0,0,0
9,normal,temkinli,336218019407933175,B,crew,port,6,6,1,1,1,1,0,0,0,0
9,normal,temkinli,7965726300431938198,A,hain,sunk,4,3,0,1,1,0,0,0,0,0
9,normal,temkinli,7965726300431938198,B,crew,port,6,6,2,1,1,0,0,0,0,0
9,normal,temkinli,13180662662672414663,A,crew,port,5,5,1,1,1,4,0,0,0,0
9,normal,temkinli,13180662662672414663,B,crew,port,5,5,1,1,1,4,0,0,0,0
9,normal,temkinli,2745651932375358329,A,hain,sunk,4,3,0,1,0,2,0,0,0,0
9,normal,temkinli,2745651932375358329,B,crew,port,6,6,1,1,1,3,0,0,0,0
9,normal,temkinli,8809675892061814600,A,crew,port,6,6,1,1,1,2,0,0,0,0
9,normal,temkinli,8809675892061814600,B,crew,port,6,6,1,1,1,2,0,0,0,0
9,normal,temkinli,16197796175485709294,A,crew,port,8,8,2,1,1,2,7,0,0,0
9,normal,temkinli,16197796175485709294,B,crew,port,8,8,2,1,1,2,7,0,0,0
9,normal,temkinli,14274880277476515658,A,crew,port,5,5,2,1,1,1,0,0,0,0
9,normal,temkinli,14274880277476515658,B,crew,port,5,5,2,1,1,1,0,0,0,0
9,normal,temkinli,7270574856051960109,A,hain,scurvy,6,5,2,1,0,1,0,0,0,0
9,normal,temkinli,7270574856051960109,B,hain,scurvy,6,5,2,1,0,2,0,0,0,0
9,normal,temkinli,13226868807678749087,A,crew,port,6,6,2,1,1,5,0,0,0,0
9,normal,temkinli,13226868807678749087,B,crew,port,6,6,1,1,1,3,0,0,0,0
9,normal,temkinli,16069755420943524335,A,hain,sunk,6,5,0,0,0,3,0,0,0,0
9,normal,temkinli,16069755420943524335,B,hain,sunk,5,4,0,0,0,3,0,0,0,0
9,normal,temkinli,8026093855813166649,A,crew,port,6,6,1,1,1,5,0,0,0,0
9,normal,temkinli,8026093855813166649,B,hain,sunk,5,4,0,1,1,2,0,0,0,0
9,normal,temkinli,12662000441890719201,A,hain,sunk,6,5,0,1,1,3,0,0,0,0
9,normal,temkinli,12662000441890719201,B,hain,sunk,6,5,0,1,1,3,0,0,0,0
9,normal,temkinli,10771254967357197233,A,crew,port,6,6,2,1,1,2,0,0,0,0
9,normal,temkinli,10771254967357197233,B,crew,port,6,6,2,1,1,2,0,0,0,0
9,normal,temkinli,1949355893501289036,A,crew,port,6,6,1,1,1,4,0,0,0,0
9,normal,temkinli,1949355893501289036,B,hain,sunk,6,5,0,1,1,3,0,0,0,0
9,normal,temkinli,13065233131605995066,A,hain,sunk,4,3,0,1,1,1,0,0,0,0
9,normal,temkinli,13065233131605995066,B,crew,port,5,5,2,1,1,2,0,0,0,0
9,normal,temkinli,4646674750515190722,A,hain,sunk,4,3,0,0,0,2,0,0,0,0
9,normal,temkinli,4646674750515190722,B,hain,sunk,4,3,0,0,0,2,0,0,0,0
9,normal,temkinli,3283601783709694781,A,crew,port,5,5,2,1,1,3,0,0,0,0
9,normal,temkinli,3283601783709694781,B,crew,port,5,5,2,1,1,3,0,0,0,0
9,normal,dengeli,17103078489438216433,A,crew,port,6,6,1,1,1,3,0,0,0,0
9,normal,dengeli,17103078489438216433,B,crew,port,6,6,1,1,1,2,0,0,0,0
9,normal,dengeli,10886565610843962052,A,hain,sunk,6,5,0,1,0,2,0,0,0,0
9,normal,dengeli,10886565610843962052,B,hain,sunk,6,5,0,1,0,2,0,0,0,0
9,normal,dengeli,1164880025204662438,A,crew,port,6,6,2,1,1,3,0,0,0,0
9,normal,dengeli,1164880025204662438,B,hain,sunk,2,1,0,1,0,0,0,0,0,0
9,normal,dengeli,6056943753001803506,A,hain,sunk,5,4,0,1,0,2,0,0,0,0
9,normal,dengeli,6056943753001803506,B,hain,sunk,5,4,0,1,0,2,0,0,0,0
9,normal,dengeli,4427281619447808861,A,hain,sunk,6,5,0,1,0,1,0,0,0,0
9,normal,dengeli,4427281619447808861,B,hain,sunk,3,2,0,1,0,0,0,0,0,0
9,normal,dengeli,11090555219822752279,A,hain,sunk,6,5,0,0,0,0,0,0,0,0
9,normal,dengeli,11090555219822752279,B,hain,sunk,6,5,0,0,0,0,0,0,0,0
9,normal,dengeli,17970315120043150608,A,hain,sunk,3,2,0,1,1,0,0,0,0,0
